timestamp,status_chassis_is_moving,status_chassis_force_protected,status_chassis_impact_protected,status_chassis_is_static,status_chassis_is_unbalanced,status_chassis_speed_x,status_chassis_speed_y,status_chassis_angle_speed,status_chassis_temp_overheat,status_chassis_battery_low,status_chassis_firmware_error
0.2911810874938965,0,0,0,0,0,0,0,0,0,0,0
0.4848177433013916,0,0,0,0,0,0,0,0,0,0,0
0.6957261562347412,0,0,0,0,0,0,0,0,0,0,0
0.8962194919586182,0,0,0,0,0,0,0,0,0,0,0
1.0899443626403809,0,0,0,0,0,0,0,0,0,0,0
1.2833495140075684,0,0,0,0,0,0,0,0,0,0,0
1.4970653057098389,0,0,0,0,0,0,0,0,0,0,0
1.696347951889038,0,0,0,0,0,0,0,0,0,0,0
1.9132001399993896,0,0,0,0,0,0,0,0,0,0,0
2.1353676319122314,0,0,0,0,0,0,0,0,0,0,0
2.3353445529937744,0,0,0,0,0,0,0,0,0,0,0
2.523780345916748,0,0,0,0,0,0,0,0,0,0,0
2.7557923793792725,0,0,0,0,0,0,0,0,0,0,0
2.9448680877685547,0,0,0,0,0,0,0,0,0,0,0
3.152275562286377,0,0,0,0,0,0,0,0,0,0,0
3.3568363189697266,0,0,0,0,0,0,0,0,0,0,0
3.556156873703003,0,0,0,0,0,0,0,0,0,0,0
3.7558116912841797,0,0,0,0,0,0,0,0,0,0,0
3.954561710357666,0,0,0,0,0,0,0,0,0,0,0
4.1458799839019775,0,0,0,0,0,0,0,0,0,0,0
4.370290279388428,0,0,0,0,0,0,0,0,0,0,0
4.5766541957855225,0,0,0,0,0,0,0,0,0,0,0
4.775748014450073,0,0,0,0,0,0,0,0,0,0,0
4.964391708374023,0,0,0,0,0,0,0,0,0,0,0
5.172026872634888,0,0,0,0,0,0,0,0,0,0,0
5.384581804275513,0,0,0,0,0,0,0,0,0,0,0
5.5921950340271,0,0,0,0,0,0,0,0,0,0,0
5.796114683151245,0,0,0,0,0,0,0,0,0,0,0
6.016687631607056,0,0,0,0,0,0,0,0,0,0,0
6.214540958404541,0,0,0,0,0,0,0,0,0,0,0
6.418287515640259,0,0,0,0,0,0,0,0,0,0,0
6.616454124450684,0,0,0,0,0,0,0,0,0,0,0
6.816906690597534,0,0,0,0,0,0,0,0,0,0,0
7.017434597015381,0,0,0,0,0,0,0,0,0,0,0
7.214085102081299,0,0,0,0,0,0,0,0,0,0,0
7.436614513397217,0,0,0,0,0,0,0,0,0,0,0
7.6286327838897705,0,0,0,0,0,0,0,0,0,0,0
7.837823867797852,0,0,0,0,0,0,0,0,0,0,0
8.050587177276611,0,0,0,0,0,0,0,0,0,0,0
8.256614208221436,0,0,0,0,0,0,0,0,0,0,0
8.457321643829346,0,0,0,0,0,0,0,0,0,0,0
8.65653657913208,0,0,0,0,0,0,0,0,0,0,0
8.876888036727905,0,0,0,0,0,0,0,0,0,0,0
9.07134461402893,0,0,0,0,0,0,0,0,0,0,0
9.276999235153198,0,0,0,0,0,0,0,0,0,0,0
9.469446659088135,0,0,0,0,0,0,0,0,0,0,0
9.677633047103882,0,0,0,0,0,0,0,0,0,0,0
9.867432355880737,0,0,0,0,0,0,0,0,0,0,0
10.097999334335327,0,0,0,0,0,0,0,0,0,0,0
10.297938108444214,0,0,0,0,0,0,0,0,0,0,0
10.49429988861084,0,0,0,0,0,0,0,0,0,0,0
10.69740605354309,0,0,0,0,0,0,0,0,0,0,0
10.886187076568604,0,0,0,0,0,0,0,0,0,0,0
11.096639394760132,0,0,0,0,0,0,0,0,0,0,0
11.31775164604187,0,0,0,0,0,0,0,0,0,0,0
11.506324052810669,0,0,0,0,0,0,0,0,0,0,0
11.703243732452393,0,0,0,0,0,0,0,0,0,0,0
11.91731333732605,0,0,0,0,0,0,0,0,0,0,0
12.115654230117798,0,0,0,0,0,0,0,0,0,0,0
12.337103605270386,0,0,0,0,0,0,0,0,0,0,0
12.529708623886108,0,0,0,0,0,0,0,0,0,0,0
12.736790657043457,0,0,0,0,0,0,0,0,0,0,0
12.93648386001587,0,0,0,0,0,0,0,0,0,0,0
13.136726140975952,0,0,0,0,0,0,0,0,0,0,0
13.336796760559082,0,0,0,0,0,0,0,0,0,0,0
13.5595121383667,0,0,0,0,0,0,0,0,0,0,0
13.758051633834839,0,0,0,0,0,0,0,0,0,0,0
13.958174705505371,0,0,0,0,0,0,0,0,0,0,0
14.159414768218994,0,0,0,0,0,0,0,0,0,0,0
14.375256299972534,0,0,0,0,0,0,0,0,0,0,0
14.577424764633179,0,0,0,0,0,0,0,0,0,0,0
14.765213012695312,0,0,0,0,0,0,0,0,0,0,0
14.977432250976562,0,0,0,0,0,0,0,0,0,0,0
15.177302122116089,0,0,0,0,0,0,0,0,0,0,0
15.387243509292603,0,0,0,0,0,0,0,0,0,0,0
15.59268307685852,0,0,0,0,0,0,0,0,0,0,0
15.807838201522827,0,0,0,0,0,0,0,0,0,0,0
16.004392385482788,0,0,0,0,0,0,0,0,0,0,0
16.217721939086914,0,0,0,0,0,0,0,0,0,0,0
16.402889013290405,0,0,0,0,0,0,0,0,0,0,0
16.637742280960083,0,0,0,0,0,0,0,0,0,0,0
16.834343910217285,0,0,0,0,0,0,0,0,0,0,0
17.037526607513428,0,0,0,0,0,0,0,0,0,0,0
17.23746132850647,0,0,0,0,0,0,0,0,0,0,0
17.437472581863403,0,0,0,0,0,0,0,0,0,0,0
17.644161462783813,0,0,0,0,0,0,0,0,0,0,0
17.84995937347412,0,0,0,0,0,0,0,0,0,0,0
18.07574987411499,0,0,0,0,0,0,0,0,0,0,0
18.276261806488037,0,0,0,0,0,0,0,0,0,0,0
18.475823163986206,0,0,0,0,0,0,0,0,0,0,0
18.676186084747314,0,0,0,0,0,0,0,0,0,0,0
18.876192092895508,0,0,0,0,0,0,0,0,0,0,0
19.07606339454651,0,0,0,0,0,0,0,0,0,0,0
19.27400517463684,0,0,0,0,0,0,0,0,0,0,0
19.464137077331543,0,0,0,0,0,0,0,0,0,0,0
19.667858123779297,0,0,0,0,0,0,0,0,0,0,0
