timestamp,sensor,data
1751517492.733689,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517492.753718,attitude,"(84.0, -2.48, -2.07)"
1751517492.7732437,position,"(0.66491, 0.50845, 0.0)"
1751517492.7942507,imu,"(-0.01694, 0.00143, -1.01299, 0.00374, 0.01255, 0.0109)"
1751517492.8132448,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517492.833257,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517492.8941178,imu,"(-0.03489, 0.00112, -1.02139, 0.00627, 0.01229, 0.01529)"
1751517492.914253,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517492.933237,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517492.9534085,attitude,"(84.01, -2.48, -2.05)"
1751517492.9736528,position,"(0.66718, 0.53003, 0.0)"
1751517492.9940355,imu,"(-0.0288, 0.01279, -1.0216, 0.0041, -0.00102, 0.00583)"
1751517493.0140657,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.033229,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.0942116,imu,"(-0.03116, 0.00755, -1.01398, -0.00507, -0.01217, 0.01341)"
1751517493.114231,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.134009,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.1543832,attitude,"(84.02, -2.51, -2.07)"
1751517493.174138,position,"(0.66834, 0.5467, 0.0)"
1751517493.1937234,imu,"(-0.01245, 0.01177, -1.01632, 0.00173, 0.00836, 0.01138)"
1751517493.2141812,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.2339845,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.2941105,imu,"(-0.05617, 0.06197, -1.00157, 0.02725, 0.0212, 0.59306)"
1751517493.3138657,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.3328867,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.3539095,attitude,"(89.47, -2.33, -2.23)"
1751517493.373523,position,"(0.67108, 0.55075, 0.0)"
1751517493.3940637,imu,"(-0.04471, 0.00576, -1.01894, -0.00648, -0.00183, 0.65599)"
1751517493.434154,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.434154,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.4941401,imu,"(0.03905, 0.03389, -1.02046, 0.00495, -0.002, 0.67898)"
1751517493.5141418,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.5539482,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.5737576,attitude,"(97.46, -2.05, -2.59)"
1751517493.5938265,position,"(0.66939, 0.54506, 0.0)"
1751517493.6138246,imu,"(0.04634, -0.00366, -1.02494, 0.00083, -0.00949, 0.7446)"
1751517493.6337502,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.6538794,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.7133052,imu,"(-0.02623, -0.02529, -1.01776, -0.02747, 0.00478, 0.81654)"
1751517493.7343879,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.7537503,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.7740626,attitude,"(106.09, -1.76, -2.91)"
1751517493.7941015,position,"(0.66948, 0.55245, 0.0)"
1751517493.814209,imu,"(-0.05606, 0.03073, -1.02535, 0.01846, -0.01361, 0.73235)"
1751517493.8341467,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.8541515,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.9139953,imu,"(-0.00806, 0.01438, -1.01844, 0.00237, -0.00075, 0.76425)"
1751517493.933915,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517493.9539602,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517493.9741893,attitude,"(114.85, -1.37, -3.16)"
1751517493.994057,position,"(0.6695, 0.5492, 0.0)"
1751517494.0139484,imu,"(0.0171, -0.01546, -1.01969, -0.00229, 0.01656, 0.77003)"
1751517494.0337365,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.0539944,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.1142716,imu,"(0.00447, 0.02082, -1.02031, 0.00374, -0.01393, 0.77327)"
1751517494.1352317,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.1530414,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.174176,attitude,"(123.72, -0.96, -3.32)"
1751517494.1931584,position,"(0.66736, 0.55043, 0.0)"
1751517494.2130306,imu,"(-0.02463, -0.01687, -1.01259, -0.00088, 0.00677, 0.78704)"
1751517494.234124,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.2545636,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.3138938,imu,"(-0.01684, 0.00662, -1.02343, -0.0076, 0.00015, 0.78295)"
1751517494.3342197,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.353512,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.3735561,attitude,"(132.56, -0.48, -3.48)"
1751517494.3939729,position,"(0.66874, 0.55111, 0.0)"
1751517494.412963,imu,"(-0.01076, 0.03985, -1.01945, 0.00727, -0.01074, 0.75577)"
1751517494.433258,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.4540234,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.5138376,imu,"(0.00188, 0.00059, -1.00158, 0.01449, -0.00229, 0.78521)"
1751517494.5336971,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.5537965,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.5733254,attitude,"(141.4, -0.02, -3.54)"
1751517494.593327,position,"(0.668, 0.54978, 0.0)"
1751517494.6142137,imu,"(-0.00651, -0.02041, -1.01328, 0.01968, 0.01216, 0.79474)"
1751517494.6340208,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.6532917,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.7138867,imu,"(-0.01605, -0.00084, -1.02856, -0.00204, -0.00116, 0.79682)"
1751517494.7341306,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.7739716,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.7934504,attitude,"(151.22, 0.51, -3.51)"
1751517494.81443,position,"(0.66748, 0.55069, 0.0)"
1751517494.8340697,imu,"(-0.01089, 0.00399, -1.01476, 0.00386, 0.00953, 0.78207)"
1751517494.854715,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.8740659,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.9337626,imu,"(0.01445, 0.03519, -1.01691, -0.01725, 0.00349, 0.7552)"
1751517494.9538972,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517494.9735827,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517494.994126,attitude,"(160.08, 1.0, -3.45)"
1751517495.0141776,position,"(0.66741, 0.54967, 0.0)"
1751517495.0340185,imu,"(0.01556, 0.02941, -1.02144, -0.00011, 0.0087, 0.74628)"
1751517495.0534606,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.074114,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.1340513,imu,"(-0.00845, -0.00341, -1.01402, 0.0104, 0.00915, 0.79211)"
1751517495.1541443,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.1741185,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.1931632,attitude,"(169.74, 1.45, -3.24)"
1751517495.213898,position,"(0.66656, 0.55088, 0.0)"
1751517495.2340562,imu,"(-0.00302, 0.03411, -1.02328, -0.00208, -0.00286, 0.77844)"
1751517495.2540696,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.2738578,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.3340604,imu,"(0.02243, 0.05486, -1.01447, -0.00401, 0.01319, 0.32682)"
1751517495.3540924,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.3735476,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.3965478,attitude,"(175.29, 1.75, -3.17)"
1751517495.4142337,position,"(0.66563, 0.55078, 0.0)"
1751517495.4336903,imu,"(-0.00975, 0.0696, -1.01602, 0.00083, 0.00776, -0.01234)"
1751517495.453489,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.4783416,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.5539443,imu,"(-0.01246, 0.00712, -1.01699, 0.00287, 0.00786, 0.01059)"
1751517495.5766428,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.59307,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.6145148,attitude,"(175.31, 1.75, -3.16)"
1751517495.634122,position,"(0.66642, 0.55046, 0.0)"
1751517495.6544576,imu,"(-0.00743, 0.01657, -1.01715, 0.0034, 0.00802, 0.00791)"
1751517495.67656,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.6936357,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.754125,imu,"(-0.00702, 0.01311, -1.0184, -0.00072, 0.00645, 0.0091)"
1751517495.7791972,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.7931943,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.814391,attitude,"(175.36, 1.75, -3.14)"
1751517495.8330026,position,"(0.66615, 0.55164, 0.0)"
1751517495.8542914,imu,"(0.14813, -0.06919, -1.02532, 0.00759, 0.02159, 0.07708)"
1751517495.8738358,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.8932781,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517495.954153,imu,"(0.26152, 0.07663, -1.038, 0.0254, -0.02353, -0.06372)"
1751517495.975256,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517495.993557,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.0135715,attitude,"(175.42, 1.82, -3.02)"
1751517496.0341876,position,"(0.60202, 0.56965, 0.0)"
1751517496.054379,imu,"(0.08079, 0.02547, -1.00938, -0.00379, -0.02688, -0.08347)"
1751517496.0744503,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.0937352,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.1537416,imu,"(-0.07377, 0.05836, -1.00058, -0.01045, 0.00712, -0.05752)"
1751517496.1770818,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.1941085,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.2140203,attitude,"(175.15, 1.64, -3.06)"
1751517496.2338014,position,"(0.51406, 0.57998, 0.0)"
1751517496.2541707,imu,"(0.14078, 0.01281, -1.02194, 0.00309, -0.00164, -0.02708)"
1751517496.2743807,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.2944047,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.3535008,imu,"(-0.0686, 0.03222, -1.00772, -0.01795, 0.0435, 0.0191)"
1751517496.375257,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.3941104,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.4140124,attitude,"(175.2, 1.58, -3.14)"
1751517496.4341462,position,"(0.42254, 0.58876, 0.0)"
1751517496.4533975,imu,"(0.00298, -0.03096, -1.01208, 0.03006, 0.08105, 0.01925)"
1751517496.4751675,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.5136,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.5750008,imu,"(0.06948, 0.04276, -1.00865, 0.03287, 0.07471, 0.01575)"
1751517496.5929995,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.6139233,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.6339629,attitude,"(175.26, 1.73, -3.14)"
1751517496.6537979,position,"(0.32456, 0.59807, 0.0)"
1751517496.6742127,imu,"(-0.09133, 0.01918, -0.99579, 0.03343, 0.05202, 0.03503)"
1751517496.694134,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.7136462,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.7742708,imu,"(0.07198, -0.00027, -1.00406, -0.00711, 0.02446, 0.03815)"
1751517496.7936018,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.8143501,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.8345075,attitude,"(175.29, 1.9, -3.06)"
1751517496.8535666,position,"(0.22615, 0.60453, 0.0)"
1751517496.8736045,imu,"(-0.12128, 0.01259, -1.02963, -0.04662, -0.07691, 0.02733)"
1751517496.8940372,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517496.9135048,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517496.9745994,imu,"(-0.17372, 0.02027, -0.98313, 0.03589, 0.01289, -0.01994)"
1751517496.9940214,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.0137372,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.034109,attitude,"(175.3, 1.85, -3.13)"
1751517497.0535629,position,"(0.16154, 0.60822, 0.0)"
1751517497.0743468,imu,"(0.14285, 0.04638, -1.02418, 0.01201, 0.00211, -0.01653)"
1751517497.0930283,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.1142359,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.1743464,imu,"(-0.2556, -0.00758, -1.01872, 0.00156, -0.01479, 0.04493)"
1751517497.193717,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.2141688,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.234095,attitude,"(175.34, 1.72, -3.16)"
1751517497.2542658,position,"(0.11015, 0.61079, 0.0)"
1751517497.273723,imu,"(-0.07693, -0.07014, -1.01745, 0.00212, 0.04829, 0.14723)"
1751517497.2943294,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.3132691,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.3744233,imu,"(-0.01572, -0.02276, -1.00808, -0.00373, 0.04835, 0.03157)"
1751517497.3942301,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.4133554,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.4354143,attitude,"(175.87, 1.8, -3.13)"
1751517497.4540386,position,"(0.08428, 0.61106, 0.0)"
1751517497.474079,imu,"(-0.03163, -0.00914, -1.01825, 0.0029, 0.00359, 0.02449)"
1751517497.4936576,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.5135367,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.5730941,imu,"(-0.03019, -0.00038, -1.02024, -0.00582, -0.01893, 0.02804)"
1751517497.5940893,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.6131444,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.6338825,attitude,"(175.84, 1.75, -3.13)"
1751517497.6543329,position,"(0.06056, 0.61253, 0.0)"
1751517497.673308,imu,"(-0.02471, 0.01301, -1.01775, -0.00278, 0.00759, 0.03455)"
1751517497.6938632,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.7138536,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.773036,imu,"(-0.01803, 0.01068, -1.01884, 0.00074, 0.00561, 0.02049)"
1751517497.7937548,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.8136764,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.8335402,attitude,"(175.87, 1.74, -3.16)"
1751517497.8538942,position,"(0.04251, 0.61495, 0.0)"
1751517497.874686,imu,"(-0.04275, -0.03335, -0.99209, 0.03002, 0.02855, 0.18057)"
1751517497.893355,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517497.913913,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517497.9733548,imu,"(-0.08441, 0.01849, -1.01699, 0.01262, -0.00095, 0.58537)"
1751517498.0141406,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.0339806,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.0540793,attitude,"(-177.16, 2.01, -2.82)"
1751517498.0731194,position,"(0.04234, 0.61741, 0.0)"
1751517498.0943704,imu,"(0.00361, 0.0489, -1.02468, -0.02163, 0.00605, 0.63671)"
1751517498.113797,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.1339643,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.1932714,imu,"(0.0631, -0.01553, -1.01668, -0.00157, -0.00684, 0.73812)"
1751517498.2142284,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.234198,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.2543628,attitude,"(-168.14, 2.42, -2.55)"
1751517498.2739012,position,"(0.04627, 0.61588, 0.0)"
1751517498.2947683,imu,"(0.02737, 0.00838, -1.02402, -0.01038, 0.00415, 0.73303)"
1751517498.333599,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.3535895,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.4139388,imu,"(-0.02394, 0.03509, -1.01694, -0.02763, -0.00349, 0.78398)"
1751517498.4332957,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.4533176,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.4733317,attitude,"(-159.43, 2.69, -2.19)"
1751517498.4935727,position,"(0.04065, 0.61504, 0.0)"
1751517498.513094,imu,"(-0.03269, 0.02861, -1.02044, 0.00478, -0.00268, 0.76044)"
1751517498.5331876,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.5538177,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.6141143,imu,"(-0.00163, -0.01175, -1.00819, 0.02321, 0.00548, 0.80978)"
1751517498.6338184,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.6530263,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.6740522,attitude,"(-150.69, 2.94, -1.76)"
1751517498.69431,position,"(0.04439, 0.61437, 0.0)"
1751517498.7144606,imu,"(0.02029, -0.01425, -1.02136, 0.0076, -0.01165, 0.81133)"
1751517498.7342618,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.7534757,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.814425,imu,"(0.00073, 0.00799, -1.02339, 0.0078, 0.00757, 0.75351)"
1751517498.8342245,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.854229,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517498.87446,attitude,"(-141.85, 3.07, -1.31)"
1751517498.894101,position,"(0.04063, 0.61342, 0.0)"
1751517498.9132457,imu,"(-0.02081, 0.018, -1.01389, -0.02406, -0.00413, 0.8356)"
