timestamp,sensor,data
1751517498.9334536,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517498.9533846,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.013373,imu,"(-0.00494, -0.00059, -1.00926, 0.01434, 0.0013, 0.81164)"
1751517499.0347886,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.0539136,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.0735807,attitude,"(-132.84, 3.17, -0.82)"
1751517499.0941546,position,"(0.04212, 0.61467, 0.0)"
1751517499.1141267,imu,"(0.01291, -0.00571, -1.01996, 0.00419, -0.01669, 0.78234)"
1751517499.1338046,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.1527202,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.2342157,imu,"(0.01238, 0.00653, -1.0221, -0.00368, -0.00072, 0.75667)"
1751517499.253422,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.2738926,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.2929142,attitude,"(-123.09, 3.22, -0.31)"
1751517499.3131256,position,"(0.04253, 0.61322, 0.0)"
1751517499.334112,imu,"(-0.02494, 0.0302, -1.03763, 0.02619, -0.02917, 0.75529)"
1751517499.3539972,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.373866,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.4335334,imu,"(0.0031, 0.02182, -1.0451, 0.04322, -0.00344, 0.78206)"
1751517499.4535477,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.473641,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.4935017,attitude,"(-114.2, 3.18, 0.13)"
1751517499.513522,position,"(0.0429, 0.61327, 0.0)"
1751517499.5342667,imu,"(0.00865, 0.02455, -1.01002, 0.00638, 0.01183, 0.77528)"
1751517499.5536025,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.5741594,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.63368,imu,"(-0.00019, 0.0163, -1.00163, 0.01643, 0.00999, 0.77989)"
1751517499.6533582,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.673061,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.6942372,attitude,"(-105.24, 3.03, 0.57)"
1751517499.714257,position,"(0.04217, 0.61455, 0.0)"
1751517499.7341986,imu,"(0.01751, 0.01095, -1.01194, 0.00828, 0.02446, 0.78816)"
1751517499.7534945,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.7742476,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.8330443,imu,"(0.00274, -0.01422, -1.01422, -0.01451, 0.00866, 0.8003)"
1751517499.853863,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.8740163,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517499.8942225,attitude,"(-96.3, 2.82, 0.98)"
1751517499.9141476,position,"(0.04328, 0.61335, 0.0)"
1751517499.9339664,imu,"(0.02118, 0.06112, -1.03179, -0.01014, -0.00568, 0.63236)"
1751517499.954051,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517499.97418,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.0338988,imu,"(0.00436, 0.04478, -1.0174, 0.00349, 0.00595, 0.09064)"
1751517500.0532093,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.0733294,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.0932539,attitude,"(-92.89, 2.71, 1.14)"
1751517500.1130655,position,"(0.047, 0.61373, 0.0)"
1751517500.1341245,imu,"(-0.00383, 0.01084, -1.01783, 0.00158, 0.00853, 0.00424)"
1751517500.1535282,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.173903,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.2338457,imu,"(0.00022, 0.00555, -1.01851, -0.00018, 0.01071, 0.01019)"
1751517500.2531576,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.274146,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.294168,attitude,"(-92.87, 2.72, 1.16)"
1751517500.31385,position,"(0.04719, 0.61672, 0.0)"
1751517500.3337893,imu,"(0.00406, 0.01057, -1.01802, 0.00058, 0.00478, 0.00881)"
1751517500.3530295,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.3732178,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.4344268,imu,"(-0.00419, -0.01091, -1.01562, 0.00621, -0.00309, 0.03079)"
1751517500.4732182,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.4944084,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.5141308,attitude,"(-92.84, 2.82, 1.14)"
1751517500.5356865,position,"(0.04243, 0.61264, 0.0)"
1751517500.554076,imu,"(0.23677, 0.04272, -1.01072, -0.00488, 0.02918, 0.14669)"
1751517500.5730808,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.5934472,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.6534336,imu,"(0.20087, 0.03705, -1.01652, 0.01591, 0.02564, -0.14837)"
1751517500.6741834,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.6943717,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.7142794,attitude,"(-92.93, 2.75, 1.23)"
1751517500.7342582,position,"(0.02519, 0.53495, 0.0)"
1751517500.7536118,imu,"(-0.04817, 0.03317, -1.00276, -0.02138, 0.001, -0.01943)"
1751517500.773642,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.793686,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.853758,imu,"(-0.01573, -0.00443, -0.99781, 0.03278, 0.01611, 0.01561)"
1751517500.8732004,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.8937805,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517500.914047,attitude,"(-93.19, 2.73, 1.23)"
1751517500.9345286,position,"(0.01942, 0.4606, 0.0)"
1751517500.9539518,imu,"(0.13998, 0.05284, -1.04732, -0.04655, -0.02118, -0.03008)"
1751517500.974215,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517500.9942281,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.0540943,imu,"(-0.07501, 0.02175, -0.99826, 0.00305, 0.02635, -0.01473)"
1751517501.073141,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.0942233,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.1140695,attitude,"(-92.99, 2.72, 1.13)"
1751517501.1345942,position,"(0.01384, 0.37382, 0.0)"
1751517501.153964,imu,"(0.05013, -0.00877, -1.04663, 0.00753, 0.04378, 0.04776)"
1751517501.1732986,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.1939821,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.2533607,imu,"(0.02511, 0.01844, -1.02321, -0.00259, -0.04529, 0.01297)"
1751517501.2742722,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.292968,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.3136587,attitude,"(-92.9, 2.74, 1.07)"
1751517501.3336494,position,"(0.01042, 0.2798, 0.0)"
1751517501.353218,imu,"(-0.04427, 0.02695, -0.99168, -0.04204, 0.04538, -0.00967)"
1751517501.3735242,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.3937201,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.4542124,imu,"(0.1074, 0.04666, -1.01832, -0.0278, -0.00119, -0.01216)"
1751517501.4731212,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.4949458,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.5131836,attitude,"(-92.92, 2.85, 1.18)"
1751517501.534187,position,"(0.00763, 0.18453, 0.0)"
1751517501.5541787,imu,"(-0.10916, 0.01799, -1.00354, -0.01469, -0.00473, 0.028)"
1751517501.574072,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.5938375,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.6535344,imu,"(-0.15314, -0.029, -1.05107, 0.01066, -0.02881, 0.02475)"
1751517501.6741445,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.6942325,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.713763,attitude,"(-92.93, 2.81, 1.18)"
1751517501.753274,position,"(0.0065, 0.11187, 0.0)"
1751517501.754272,imu,"(0.07791, 0.03672, -1.00208, -0.0023, 0.01106, -0.01905)"
1751517501.773431,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.7942338,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.8540192,imu,"(-0.23517, 0.00928, -1.02813, 0.00787, 0.00105, 0.0059)"
1751517501.8744526,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517501.8945138,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517501.9139478,attitude,"(-92.84, 2.71, 1.12)"
1751517501.9544039,position,"(0.00537, 0.0652, 0.0)"
1751517501.9544039,imu,"(0.1052, 0.04737, -1.01886, 0.00831, 0.03294, -0.03781)"
1751517501.9729881,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.0140543,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.0741174,imu,"(-0.05628, 0.01547, -1.02865, -0.01063, -0.02675, 0.01688)"
1751517502.0945444,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.1142678,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.1332755,attitude,"(-92.9, 2.69, 1.11)"
1751517502.1539237,position,"(0.00398, 0.02901, 0.0)"
1751517502.173221,imu,"(-0.03076, -0.01262, -1.0198, -0.00473, 0.00855, 0.04019)"
1751517502.193803,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.2129936,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.273408,imu,"(-0.02018, 0.02349, -1.01959, 0.00431, 0.01289, 0.00907)"
1751517502.2947478,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.3131232,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.3344398,attitude,"(-92.88, 2.69, 1.12)"
1751517502.3539135,position,"(0.00263, -0.00015, 0.0)"
1751517502.3730538,imu,"(-0.01582, 0.00644, -1.02067, 0.00063, 0.00512, -0.00437)"
1751517502.3938487,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.4144833,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.473454,imu,"(-0.02352, 0.01758, -1.0165, -0.00329, 0.00656, 0.01295)"
1751517502.4936357,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.513258,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.5341153,attitude,"(-92.94, 2.66, 1.09)"
1751517502.5534394,position,"(0.00188, -0.02359, 0.0)"
1751517502.59375,imu,"(-0.01086, 0.01477, -1.0154, 0.00238, 0.00992, 0.00533)"
1751517502.6137578,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.6337483,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.6947398,imu,"(-0.14496, -0.22435, -1.04134, 0.00733, -0.02765, 0.83559)"
1751517502.7136638,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.7331784,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.7534149,attitude,"(-88.54, 2.51, 1.33)"
1751517502.7744682,position,"(4e-05, -0.03162, 0.0)"
1751517502.7936475,imu,"(-0.07917, -0.00948, -1.01518, -0.00994, 0.00794, 0.62339)"
1751517502.8137338,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.834378,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.8937736,imu,"(0.01004, -0.00843, -1.0096, 0.0127, 0.00328, 0.80209)"
1751517502.9144568,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517502.9334528,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517502.9535291,attitude,"(-80.78, 2.32, 1.63)"
1751517502.974481,position,"(-0.00097, -0.02256, 0.0)"
1751517502.9936228,imu,"(0.0645, -0.0064, -1.03206, -0.00822, 0.00479, 0.74573)"
1751517503.0141592,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.0341623,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.0946183,imu,"(0.01351, -0.00261, -1.01392, -0.00248, 0.00676, 0.74664)"
1751517503.1140633,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.1342876,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.1540956,attitude,"(-72.22, 1.95, 1.91)"
1751517503.1739113,position,"(0.00102, -0.02885, 0.0)"
1751517503.1941087,imu,"(-0.03364, -0.00321, -1.02275, 0.00425, -0.00744, 0.73994)"
1751517503.2160563,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.2342274,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.2935674,imu,"(-0.01531, 0.03766, -1.01248, -0.01664, 0.01346, 0.75697)"
1751517503.3141103,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.3334749,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.3546944,attitude,"(-63.43, 1.58, 2.2)"
1751517503.3741071,position,"(-0.00081, -0.02663, 0.0)"
1751517503.3938332,imu,"(0.03158, 0.01691, -1.00934, -0.01347, -0.00445, 0.77937)"
1751517503.4132755,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.4341538,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.493707,imu,"(0.02001, -0.02536, -1.01276, 0.01303, 0.00641, 0.85472)"
1751517503.513713,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.5334203,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.5533695,attitude,"(-54.58, 1.16, 2.35)"
1751517503.573841,position,"(0.00181, -0.02628, 0.0)"
1751517503.5942104,imu,"(0.00258, 0.01215, -1.01743, 0.015, -0.00768, 0.7211)"
1751517503.6143122,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.6338487,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.7142763,imu,"(-0.01494, 0.03638, -1.03237, -0.00783, 0.01193, 0.72425)"
1751517503.7341897,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.7545779,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.7741952,attitude,"(-44.91, 0.63, 2.47)"
1751517503.7940068,position,"(0.00252, -0.02838, 0.0)"
1751517503.8142128,imu,"(0.00177, 0.02707, -1.01311, 0.0116, 0.00885, 0.80911)"
1751517503.8336356,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.8545697,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.914398,imu,"(0.015, -0.02688, -1.0063, -0.01922, 0.00818, 0.85014)"
1751517503.9338937,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517503.954136,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517503.9739275,attitude,"(-35.91, 0.16, 2.53)"
1751517503.9965863,position,"(0.00271, -0.02724, 0.0)"
1751517504.0144112,imu,"(0.0137, -0.00175, -1.01629, -0.00259, 0.00997, 0.72554)"
1751517504.0344055,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.0539992,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.1148756,imu,"(0.00772, 0.01191, -1.01168, 8e-05, 0.00393, 0.78899)"
1751517504.1342118,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.1535904,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.1731386,attitude,"(-27.18, -0.29, 2.47)"
1751517504.1931713,position,"(0.00415, -0.02833, 0.0)"
1751517504.2131777,imu,"(-0.01962, -0.00311, -1.03487, 0.01028, 0.00286, 0.83512)"
1751517504.2337568,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.2540624,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.313625,imu,"(0.00078, 0.0055, -1.02119, 0.00706, 0.00454, 0.7663)"
1751517504.3340406,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.3541894,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.3732812,attitude,"(-18.21, -0.74, 2.38)"
1751517504.3937733,position,"(0.00326, -0.0274, 0.0)"
1751517504.4137769,imu,"(0.00687, 0.00684, -1.01679, 0.0054, -0.02118, 0.79941)"
1751517504.4333887,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.4549413,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.5134606,imu,"(-0.00449, -0.03388, -1.02097, -0.00328, 0.02227, 0.81733)"
1751517504.5340707,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.5536032,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.5738227,attitude,"(-9.37, -1.19, 2.2)"
1751517504.5966904,position,"(0.00497, -0.02737, 0.0)"
1751517504.6136808,imu,"(-0.01071, -0.01938, -1.00997, -0.00651, 0.01326, 0.82223)"
1751517504.6328084,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.654238,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.714689,imu,"(0.01352, 0.04903, -1.01433, 0.01476, -0.00153, 0.56574)"
1751517504.7340782,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.7546632,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.773952,attitude,"(-2.26, -1.54, 2.02)"
1751517504.7939825,position,"(0.00444, -0.02742, 0.0)"
1751517504.8141503,imu,"(0.01089, 0.06448, -1.01397, 0.00355, 0.01106, -0.04857)"
1751517504.8339486,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.853398,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.9140036,imu,"(-0.00679, 0.00749, -1.01737, 0.00202, 0.00746, 0.0114)"
1751517504.9340038,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517504.9539983,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517504.973501,attitude,"(-2.35, -1.53, 2.02)"
1751517505.0140648,position,"(0.00238, -0.02681, 0.0)"
1751517505.0338886,imu,"(-0.00556, 0.0033, -1.01723, -0.00161, 0.00808, 0.00487)"
1751517505.0538843,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517505.0738926,status,"(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
1751517505.133532,imu,"(-0.00139, 0.00187, -1.01598, 0.0012, 0.00724, 0.01068)"
1751517505.153627,esc,"([0, 1, 1, 1], [16348, 24390, 12431, 2410], [610741, 610736, 610738, 610739], [0, 0, 0, 0])"
1751517505.2142596,position,"(0.00062, -0.02755, 0.0)"
